SessionNumber,PresentationNumber,SessionTitle,PresentationTitle,FirstName,FullName,Location,PersonifyID,Role,DateStart,StartTime,EndTime,TimeZone,Channel,SessionFormat,SessionDescription,Filter-Date,Filter-Format,Filter-SessionPathway,Filter-AbstractPathway,CME,CNE,COP,MOCABIM,ECME,MOCABP,CPE,CNErx,AAPA,IPCE,Linkstovideoplayer,PresentationAttachmentULR,PresentationAttachmentName,Featured
418,17,Usefulness of Left Ventricular Dilatation and Onset to Predict Ventricular Arrhythmia and Prognosis in Patients With Non-Ischaemic Cardiomyopathy,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Stephanie Quek, C.J. Lim, Irene Chung, Tan Tock Seng Hospital, Singapore",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"30. Quek, Stephanie",
419,18,Wolff-Parkinson-White Presenting as QRS Alternans in Pre-Participation ECG Screening,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Daniel Lim, Wilbert H.H. Ho, Luokai Wang, Wee Kiat Ang, Nishanth Thiagarajan, Gerald G.R. Sng, Hankun Wang, Wesley T.W. Loo, Lim Huai Yang, Weien Chow, Terrance S.J. Chua, Tee Joo Yeo, Paul Lim, Daniel T.T. Chong, National Heart Centre Singapore, Singapore",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"32. Lim, Daniel",
420,19,The Utilisation of Atrial Sensing Dipole in Implantable Cardioverter Defibrillator For Detection of New-Onset Atrial High Rate Episodes or Atrial Fibrillation,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Xuanming Pung, Daniel Zhihao Hong, Tzyy Yeou Ho, Xiayan Shen, Pei Ting Tan, Colin Yeo, Vern Hsen Tan, Changi General Hospital, Singapore",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"33. Pung, Xuanming",
421,20,Improving Detection of Familial Dilated Cardiomyopathy With a Simple Screening Tool,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Michael Stubbs, Jon Skinner, Peter Ruygrok, Cara Wasywich, Tom Pasley, Sarah Fitzsimons, Helen Gibbs, Jackie Crawford, Greenlane Cardiovascular Group, Auckland, New Zealand",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"34. Stubbs, Michael",
422,21,Prediction of In-Hospital Mortality by Using Get With The Guideline-Heart Failure (GWTG-HF) Risk Scores in Patients Hospitalized For Heart Failure,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Manzoor Mahmood, Sajal Krishna Banerjee, Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"36. Mahmood, Manzoor",
423,22,Chronotropic Assessment in Patients With Constrictive Pericarditis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Teruhiko Imamura, Nikhil Narang, Stephanie Besser, Koichiro Kinugawa, University of Toyama, Toyama, Japan",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"37. Imamura, Teruhiko",
424,23,Mitochondrial Structural Abnormalities Are Common Features in the Myocardium of Patients With Various Types of Cardiomyopathy,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Takao Kato, Eisaku Nakane, Tetsuya Haruna, Moriaki Inoko, Kyoto University, Kyoto, Japan",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"38. Kato, Takao",
425,24,Saturated Fatty Acid-Induced Cardiomyopathy With Diastolic Dysfunction Can Be Ameliorated by Changing the Quality of Fatty Acids to Monounsaturated Fatty Acid,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Tsunehisa Yamamoto, Jin Endo, Ken Shinmura, Keiichi Fukuda, Motoaki Sano, Department of Cardiology, Keio University School of Medicine, Tokyo, Japan, Department of General Medicine, Hyogo College of Medicine, Hyogo, Japan",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"39. Yamamoto, Tsunehisa",
426,25,Clinical Profiles and In-Hospital Outcomes in Middle Eastern Patients Who Have Type 2 Diabetes and Heart Failure: The Jordanian Experience,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Abdelrahman Obiedat, Ayman Hammoudeh, Ramzi Tabbalat, Yahya Badaineh, Dalia Shami, Liza Shaban, Imad Alhaddad, Jordan University Hospital, Amman, Jordan, Istishari Hospital, Amman, Jordan, Jordan Hospital, Amman, Jordan",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"40. Obiedat, Abdelrahman",
427,26,Clinical Sequelae of COVID-19 Pneumonia in Patients With Left Ventricular Dysfunction,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Senthilraj Thangasami, Jayesh Prajapati, Sibasis Sahoo, Rahul Patel, Iva Patel, UN Mehta Institute of Cardiology & Reseach Centre, Ahmedabad, India",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"41. Thangasami, Senthilraj",
428,27,Cardiorenal Effects of Sodium-Glucose Co-Transporter-2 Inhibitor in Combination With Angiotensin Receptor-Neprilysin Inhibitor For Heart Failure With Reduced Ejection Fraction: A Systematic Review and Meta-Analysis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Rey Adam Cordovez, Rachel Ann Denila, Kathleen Rivera, Marion Patricio, Chito Permejo, Philippine Heart Center, Quezon City, Philippines",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"44. Cordovez, Rey Adam",
429,28,A Meta-Summary of Hypertrophic Cardiomyopathy Patients With Left Ventricular Thrombus,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Kye Feng Ryan Yap, Benjamin Y.Q. Tan, Leonard L.L. Yeo, Aloysius Sheng-Ting Leow, Jamie Sin-Ying Ho, Ching-Hui Sia, Department of Cardiology, National University Heart Centre Singapore, Singapore",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"47. Yap, Kye Feng Ryan",
430,29,Glucagon-Like Peptide-1 Receptor Agonists (GLP-1 RA) as Adjunct to Standard Treatment in Diabetic Patients With Chronic Heart Failure: A Systematic Review & Meta-Analysis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Desiree Afaga, Jerica Esguerra, Mary Lauren Europa, Ian Theodore Cabaluna, Manila Doctors Hospital, Manila, Philippines",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"48. Afaga, Desiree",
431,30,Effect of Switching Treatment With Sacubitril/Valsartan From Angiotensin-Inhibitors or Angiotensin Receptor Antagonists in Patients With Left Ventricular Systolic Dysfunction,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Stephanie Quek, L.X. Chan, Tan Tock Seng Hospital, Singapore",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"49. Quek, Stephanie",
432,31,Effects of Sodium/Glucose Cotransporter 2 Inhibitors on Cardiac Imaging Parameters: A Systematic Review and Meta-Analysis of Randomized-Controlled Trials,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Caitlin Fern Wee, Yao Hao Teo, Yao Neng Teo, Nicholas L.X. Syn, Ray Meng See, Shariel Leong, Alicia Swee Yan Yip, Zhi Xian Ong, Chi-Hang Lee, Mark Yan-Yee Chan, Kian-Keong Poh, Ching-Ching Ong, Lynette L.S. Teo, Devinder Singh, Benjamin Y.Q. Tan, Leonard L.L. Yeo, William K.F. Kong, Tiong-Cheng Yeo, Raymond C.C. Wong, Ping Chai, Ching-Hui Sia, Yong Loo Lin School of Medicine, National University of Singapore, Singapore",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"52. Wee, Caitlin Fern",
433,32,Lifelong Self-Care Experiences of Heart Failure Patients and Their Family Caregivers: A Qualitative Study,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Jeong-Ah Ahn, Ajou University, Suwon, South Korea",,Abstracts,,Heart Failure and Cardiomyopathies,true,true,,,,,,,,,,,"53. Ahn, Jeong-Ah",
434,33,A Single-Centre Experience of Paclitaxel DEB Only Interventional Strategy in Complex Calcified Lesions Post Rotational Atherectomy,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Sundarajoo Mugilan, Amin Ariff Nuruddin, Rohith Stanislaus, Rhuban M. Sundran, Mohamed Nazrul Mohamed Nazeeb, Ganapathi Palaniappan, Abdul Ariff Shaparudin, David Yong Tat Wei, Quah Wy Jin, Kogulakrishnan Kaniappan, Athir Nurhidayah, National Heart Intitute, Kuala Lumpur, Malaysia",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"58. Mugilan, Sundarajoo",
435,34,Clinical Outcomes of Biodegradable Polymer-Coated Ultrathin Strut Sirolimus-Eluting Stents in a Real-World Patient Population: T-Flex Registry Three-Year Results,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Ramesh Babu Pothineni, Vikrant Vijan, Anil Potdar, Manohar K. Inamdar, Abhijeet Pathak, Sai Sudhakar Mantrava, Prakash Ajmera, Ramesh Hospitals, Vijaywada, India, Vijan Hospital and Research Centre, Nashik, India",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"59. Pothineni, Ramesh Babu",
436,35,Prospective Evaluation of the Supraflex Family Sirolimus-Eluting Stents in a ?Real-World' Patient Population: One-Year Interim Analysis From the S-FLEX Netherlands Registry,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"A.J.J Ijsselmuiden, Martijn Meuwissen, Pim Tonino, Koen Teeuwen, Floris Kauer, Rohit Oemrawsingh, Peter Smits, Sjoerd Hofma, Maribel Madera Cambero, Amphia Hospital, Breda, Netherlands, Catharina Hospital, Eindhoven, Netherlands",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"60. Ijsselmuiden, A.J.J",
437,36,Radiation Dose in Coronary Angiography and Percutaneous Coronary Intervention: Establishment of Diagnostic Reference Levels at the Philippine Heart Center,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Emily Mae L. Yap, Livy P. Magno, Christopher A. Macaraeg, Gilbert E. Pedroso, Aeron G. Ramos, Mardy Zaldess S. Cruz, Alexander A. Tuazon, Ronaldo H. Estacio, Ramoncito B. Tria, Philippine Heart Center, Quezon City, Philippines",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"61. Yap, Emily Mae",
438,37,A 'Real-World' Multi-Center Registry Evaluating Safety and Clinical Performance of Biodegradable Polymer-Coated Ultra-Thin Everolimus-Eluting Stents: 3-Year Results From the PERFORM-EVER Registry,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Sridhar Kasturi, Srinivas Polasa, Mohammad Ali, Praveen Kumar, Thejanandan Reddy, Chaitanya Nichenamatla, Shailender Singh, Vijay Kumar Reddy, Sunshine Hospitals, Secunderabad, India",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"64. Kasturi, Sridhar",
439,38,Impact of Asthma as a Co-Morbidity in Patients Undergoing Semi-Urgent and Elective Percutaneous Coronary Intervention,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Rodney Yu-Hang Soh, Ching-Hui Sia, Liesel Fong, Andie Hartanto Djohan, Jamie Sin-Ying Hoe, Hui-Wen Sim, Tiong-Cheng Yeo, Ping Chai , Huay-Cheem Tan, Mark Yan-Yee Chan, Joshua Ping-Yun Loh, National University Health System, Singapore, National University Heart Centre, Singapore",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"65. Soh, Rodney Yu-Hang",
440,39,Transcatheter Aortic Valve Implantation (TAVI),,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Jiaqi Li, Annita Christodoulidou, James Cranley, Farhana Ara, Charis Costopoulos, Pierluigi Costanzo, Michael O?Sullivan, Will Davies, Cameron Densem, Claire Martin, Royal Papworth Hospital, Cambridge, United Kingdom",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"66. Li, Jiaqi",
441,40,Cardiovascular Complications and the Need For Surgical Intervention in Marfan Syndrome Patients: A Decade of Experience From Tertiary Referral Centers,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Thay Wee Ying, Putri Yubbu, Hung Liang Choo, Geetha Kandavellu, Navin Kumar Devaraj, Muzhirah Aisha Md Haniffa, Chew Hui Bein, University Putra Malaysia, Serdang, Selangor, Malaysia, National Heart Institute, Kuala Lumpur, Malaysia",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"68. Wee Ying, Thay",
442,41,Allopurinol Effect on Acute Kidney Injury Post Left Heart Catheterization,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Frank Annie, Sarah Embrey, Yazan Alkawaleet , Aravinda Nanjundappa, Mark C. Bates, CAMC Health Education and Research Institute, Charleston, WV, USA",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"70. Annie, Frank",
443,42,"Ultra-Thin Strut, Biodegradable Polymer, Sirolimus Eluting Stents Versus Thin Strut, Durable Polymer, Drug Eluting Stents For Percutaneous Coronary Revascularisation in the ST-Elevation Myocardial Infarction (STEMI) Population",,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Stephanie Liew, Diem Dinh, Stephen Duffy, Angela Brennan, Christopher Reid, Ernesto Oqueli, David Clark, Andrew Ajani, Louise Roberts, Martin Sebastian, Catherine Jaworski, Adam Hutchison, Michael Mok, University Hospital Geelong, Victoria, Australia",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"73. Liew, Stephanie",
444,43,Impact of Thrombocytopenia in Patients With Atrial Fibrillation Undergoing Left Atrial Appendage Occlusion: A Propensity-Matched Comparison of 190 Consecutive Watchman Implantations,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Qinchun Jin, Xiaochun Zhang, Daxin Zhou, Shanghai Institution of Cardiovascular Disease, Department of Cardiology, Zhongshan Hospital, Fudan University, Shanghai, China",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"74. Jin, Qinchun",
445,44,Assessment of Left Main Coronary Artery Stenosis Severity using Computed Tomography Coronary Angiography,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Udit Thakur, Jason Nogic, Andrea Comella, Nitesh Nerlekar, Jasmine Chan, Michael Michail, Brian Ko, Sujith Seneviratne, Damini Dey, Stephen J. Nicholls, Monash Cardiovascular Research Centre, MonashHeart, Monash Health, Monash University, Melbourne, Australia, Biomedical Imaging Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA, USA",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"75. Thakur, Udit",
446,45,Coil Embolization Is Not Justified For Treating Patients With Veno-Occlusive Dysfunction: A Case Report and Literature Review,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Geng-Long Hsu, Hong-Chiang Chang, Chu-Wen Fang, Eugen Molodysky, Chih-Yuan Hsu, Hsu's Andrology, Taipei, Taiwan, National Taiwan University, Taipei, Taiwan",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"77. Hsu, Geng-Long",
447,46,The Impact of Thrombocytopenia on Outcomes of Patients Undergoing Elective and Semi-Urgent Percutaneous Coronary Intervention,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Eng-How Lim, Ching-Hui Sia, Rodney Yu-Hang Soh, Andie Hartanto Djohan, Jamie S.Y. Ho, Hui-Wen Sim, Tiong-Cheng Yeo, Huay-Cheem Tan, Mark Yan-Yee Chan, Joshua Ping-Yun Loh, National University Health System, Singapore",,Abstracts,,Interventional Cardiology,true,true,,,,,,,,,,,"79. Lim, Eng-How",
448,47,Elevated Level of Plasma Big Endothelin-1 Associated With ISR: A Retrospective Study in Patients Undergoing PCI,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Yue Ma, Zhuoxuan Yang, Yue Zhou, Chao Wu, Lei Song, Weixian Yang, Shubin Qiao, Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China",,Abstracts,,Prevention,true,true,,,,,,,,,,,"80. Ma, Yue",
449,48,Evolution of Early Postoperative Cardiac Rehabilitation in Patients With Acute Type-A Aortic Dissection,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Na Zhou, Iliou Marie-Christine, Department of Cardiology,  Yunnan Boya Hospital, Kunming, China, Department of Cardiac Rehabilitation and Secondary Prevention, Corentin Celton Hospital, Paris, France",,Abstracts,,Prevention,true,true,,,,,,,,,,,"82. Zhou, Na",
450,49,Accuracy of OESIL to Predict Serious Outcome in Syncope Patients: A Systematic Review and Meta-Analysis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Yan Liang, Xiulian Li, Leonardo Roever, Guangping Li, Gary Tse, Tong Liu, Second Hospital of Tianjin Medical University, Tianjin, China",,Abstracts,,Prevention,true,true,,,,,,,,,,,"84. Liang, Yan",
451,50,"A Cardiosleep Research Program on Obstructive Sleep Apnea, Blood Pressure Control and Maladaptive Myocardial Remodeling: Noninferiority Trial (CRESCENT Trial)",,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Yihui Ou, Pipin Kojodjojo, Koo Chieh Yang Christopher, Loke Weiqiang, Crystal Shuk Jin Cheong, Calvin Chin Woon Long, Juliana Colpani, Junping Liu, Venesa Loh, As Tar Thant, Sam Wang, Ronald Lee Chi Hang, National University of Singapore, Singapore, National University Hospital, Singapore",,Abstracts,,Prevention,true,true,,,,,,,,,,,"85. Ou, Yihui",
452,51,"Young South Asians With ST-Elevation Myocardial Infarction (STEMI): Outcomes, Clinical and Angiographic Profiles",,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Salik ur Iqbal, Aysha Almas, Aisha Siqqiqui, Aamir Hameed Khan, Aga Khan University Hospital, Karachi, Pakistan",,Abstracts,,Prevention,true,true,,,,,,,,,,,"87. Iqbal, Salik ur",
453,52,Young South Asian Women Presenting With ST Elevation Myocardial Infarction (STEMI): Should We Be Worried?,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Salik ur Iqbal, Aysha Almas, Aisha Siddiqui, Aamir Hameed Khan, Aga Khan University Hospital, Karachi, Pakistan",,Abstracts,,Prevention,true,true,,,,,,,,,,,"88. Iqbal, Salik ur",
454,53,The Effect of Adding Losartan to Baseline Therapy in Patients With Marfan Syndrome,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Thay Wee Ying, Putri Yubbu, Hung Liang Choo, Geetha Kandavellu, Navin Kumar Devaraj, Muzhirah Aisha Binti Md Haniffa, Chew Hui Bein, University Putra Malaysia, Serdang, Malaysia, National Heart Institute, Kuala Lumpur, Malaysia",,Abstracts,,Prevention,true,true,,,,,,,,,,,"89. Wee Ying, Thay",
455,54,Effect of Profilin-1 on the Asymmetric Dimethylarginine Induced Vascular Lesion Associated Hypertension,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Guo-Hua Ni, Mei-Fang Chen, Jin-Fang Cheng, Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital, Chengdu, China, Department of Geriatric Medicine, Xiangya Hospital, Central South University, Changsha, China",,Abstracts,,Prevention,,,,,,,,,,,,,"91. Ni, Guo-Hua",
456,55,Functional Limitation and Emotional Burden in Patients With COVID-19 Admitted to the Intensive Care Unit: Results From the INSPIRATION Trial,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Parham Sadeghipour, Hooman Bakhshandeh, Azita H. Talasaz, Stefano Barco, Farid Rashidi, Bob Siegerink, Frederikus A. Klok, Harlan M. Krumholz, Behnood Bikdeli, for the INSPIRATION Investigators, Rajaie Cardiovascular, Medical, and Research Center, Iran University of Medical Sciences, Tehran, Iran, Department of Medicine - Thrombosis and Haemostasis, Leiden University Medical Center, Leiden, The Netherlands, Cardiovascular Medicine Division, Brigham and Women?s Hospital, Harvard Medical School, Boston, MA, USA",,Abstracts,,Prevention,,,,,,,,,,,,,"92. Sadeghipour, Parham",
457,56,Sex Differences of ECMO Distribution Among SARS-COV-2 Cases,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Frank Annie, Sahil Dave, Aravinda Nanjundappa, Debabrata Mukherjee, CAMC Health Education and Research Institute, Charleston, WV, USA",,Abstracts,,Prevention,,,,,,,,,,,,,"93. Annie, Frank",
458,57,Referral Rates and Patient Characteristics of the Inpatient Cardiac Rehabilitation Program of a Philippine Tertiary Cardiovascular Referral Center,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Ruth Divine D. Agustin, Angelica Dela Cruz, Ace Samson, Michelle Marie Pipo, Felix Eduardo Punzalan, Philippine General Hospital, Manila, Philippines",,Abstracts,,Prevention,,,,,,,,,,,,,"94. Agustin, Ruth DIvine",
460,58,The Human Penile Fibro-Vascular Assembly Is a New Anatomical Frontier of the Human Cardiovascular System,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Geng-Long Hsu, Hong-Chiang Chang, Chu-Wen Fang, Eugen Molodysky, Chih-Yuan Hsu, Hsu's Andrology, Taipei, Taiwan, National Taiwan University, Taipei, Taiwan",,Abstracts,,Prevention,,,,,,,,,,,,,"96. Hsu, Geng-Long",
461,59,Outcomes of Tricuspid Regurgitation After Percutaneous Transmitral Commissurotomy: A Prospective Cohort,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Bryan Rene F. Toledano, Sharon Marisse Lacson, Maria Johanna Jaluage-Villanueva, Philippine Heart Center, Philippine Heart Center, Philippines",,Abstracts,,Valvular Heart Disease,,,,,,,,,,,,,"97. Toledano, Bryan",
462,60,The Effect and Prognostic Implications of Moderate Stenotic Bicuspid Aortic Valve Phenotype on Progression of Aortic Stenosis and Ascending Aorta Dilatation,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Nicholas W.S. Chew, Kailun Phua, Yun-Xi Lau, Yeung-Jek Ho, Nicholas Ngiam, Ching-Hui Sia, Poay-Huan Loh, Raymond C.C. Wong, Chi-Hang Lee, Tiong-Cheng Yeo, William K.F. Kong, Kian-Keong Poh, Department of Cardiology, National University Heart Centre, National University Health System, Singapore",,Abstracts,,Valvular Heart Disease,,,,,,,,,,,,,"100. Chew, Nicholas",
463,61,Prognostic Outcomes of Asymptomatic Moderate Aortic Stenosis With Preserved Left Ventricular Ejection Fraction in the Very Elderly Population,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Nicholas W.S. Chew, Gwyneth Kong, Jinghao Nicholas Ngiam, Kailun Phua, Clare Cheong, Ching-Hui Sia, Ivandito Kuntjoro, Ruan Wen, Poay-Huan Loh, Chi-Hang Lee, ,William K.F. Kong, Tiong-Cheng Yeo, Huay-Cheem Tan, Kian-Keong Poh, Department of Cardiology, National University Heart Centre, National University Health System, Singapore",,Abstracts,,Valvular Heart Disease,,,,,,,,,,,,,"103. Chew, Nicholas",
464,62,The Mimic Strikes Again,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Wan Faizal Wan Rahimi Shah, Mohd Saad Jalaluddin, Mohamed Nazrul Mohamed Nazeeb, Jayakhanthan A.L. Kolanthai Velu, Kumara Gurupparan A.L. Ganesan, Shaiful Azmi Yahaya, Rafidah Abu Bakar, Institut Jantung Negara, Kuala Lumpur, Malaysia",,Abstracts,,Acute Coronary Syndromes,,,,,,,,,,,,,"106. Wan Rahimi Shah, Wan Faizal",
465,63,The Benefits of Multi-Modality Imaging in Determining the Etiology in Patients Presenting With Myocardial Infarction With Non-Obstructive Coronary Artery (MINOCA),,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Xuyan Teoh, Min Sen Yew, Ruth Chen, Tan Tock Seng Hospital, Singapore",,Abstracts,,Acute Coronary Syndromes,,,,,,,,,,,,,"107. Teoh, Xuyan",
466,64,Acute Myocardial Infarction Following Hemotoxic Snakebite,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Senthilraj Thangasami, Jayesh Prajapati, Sibasis Sahoo, Ashish Mishra, Pankaj Talokar, UN Mehta Institute of Cardiology and Research Centre, Ahmedabad, India",,Abstracts,,Acute Coronary Syndromes,,,,,,,,,,,,,"108. Thangasami, Senthilraj",
467,65,"A Rare Case of Anomalous Aortic Origin of the Left Coronary Artery From the Right Sinus of Valsalva, Which Presented as ST-Segment Elevation Without Any Significant Obstruction",,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Indra Prasetya, Department of Cardiology and Vascular Medicine, Faculty of Medicine, Universitas Brawijaya-Dr. Saiful Anwar General Hospital, Malang, Indonesia",,Abstracts,,Acute Coronary Syndromes,,,,,,,,,,,,,"110. Prasetya, Indra",
468,66,Catastrophic Antiphospholipid Syndrome in Two Young Filipino Males in a Tertiary Medical Center in Metro Manila: A Case Series,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Renato Ong, Jose Manuel Geotina, Genevieve C. Katigbak, Cymbeline Perez-Santiago, Jasmin Melissa Bernardo, Makati Medical Center, Makati CIty, Philippines",,Abstracts,,Arrhythmias and Clinical EP,,,,,,,,,,,,,"112. Ong, Renato",
469,67,A Case of Recurrent Left Ventricular Assist Device Thrombosis With Improved EF: Challenges in Management and What Do Guidelines Say?,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Wy Jin Quah, Koh Hui Beng, Afif Ashari, Ong Siew Hoon, Eng Sook Ngi, Muhd Najmi Hakim, Azmee Ghazi, Institut Jantung Negara (IJN), Kuala Lumpur, Malaysia",,Abstracts,,Heart Failure and Cardiomyopathies,,,,,,,,,,,,,"116. Quah, Wy Jin",
470,68,"Triple Trouble: Peripartum Cardiomyopathy Complicated by Diabetes, Pre-Eclampsia and Dengue Fever in a 28-Year-Old G2P2 Patient - A Case Report",,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Melissa Perez, Gil Alfonso, Rayzen Canono-Lim, Josephus Sibal, Jose Donato Magno, Angeles University Foundation Medical Center, Angeles City, Philippines",,Abstracts,,Heart Failure and Cardiomyopathies,,,,,,,,,,,,,"117. Perez, Melissa",
